,Latitude,Longitude,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
n499,43.2419,-89.3165,-15.02494819,-24.68549704,-19.34452422,0,0,0,0,796.8189004,-13.58593945,-20.12026938,-15.60630046,-17.36139064,-17.13715904,-12.69612743,96.81890041,96.81890041,96.81890041,0,0,0
n500,43.2366,-89.2606,-15.84599908,-23.54335378,-18.39265708,0,0,0,0,796.584371,-12.53556633,-18.95200485,-14.83228105,-17.22326416,-16.99825996,-12.63298159,96.58437104,96.58437104,96.58437104,0,0,0
n501,43.2368,-89.2565,-15.78097037,-23.44673672,-18.31717742,0,0,0,0,796.5529888,-12.6348729,-18.95171592,-14.88502024,-17.2020551,-16.97705089,-12.64369765,96.55298876,96.55298876,96.55298876,0,0,0
n502,43.2357,-89.2482,-15.69094661,-23.25064486,-18.26501211,0,0,0,0,796.5098354,-12.67235013,-18.89636412,-14.68114069,-17.18544325,-16.98233835,-12.59516067,96.50983541,96.50983541,96.50983541,0,0,0
n503,43.2401,-89.3208,-14.93491047,-24.73767277,-19.39669995,0,0,0,0,796.8676061,-13.7055864,-20.23529127,-15.48645578,-17.3423988,-17.2010762,-12.63221027,96.86760607,96.86760607,96.86760607,0,0,0
n504,43.2456,-89.4566,-16.8193675,-23.02286607,-18.12453279,0,0,0,0,796.8647785,-15.39883879,-22.98349646,-17.95483478,-16.93157282,-17.52362012,-12.90641468,96.86477851,96.86477851,96.86477851,0,0,0
n505,43.244,-89.4188,-16.04507251,-22.73559143,-17.87188959,0,0,0,0,796.9671145,-15.12607832,-22.47474425,-17.55738505,-17.21333926,-17.73329264,-13.07487828,96.96711454,96.96711454,96.96711454,0,0,0
n506,43.2475,-89.4838,-17.22822311,-23.26585333,-18.28998911,0,0,0,0,796.7349081,-15.61570922,-23.253392,-18.13611581,-16.81321769,-17.32914006,-12.69917843,96.73490805,96.73490805,96.73490805,0,0,0
n507,43.2355,-89.2521,-15.66622294,-23.34251344,-18.23575558,0,0,0,0,796.54101,-12.6896603,-18.83696849,-14.77562691,-17.17278159,-17.00343224,-12.58249902,96.54100999,96.54100999,96.54100999,0,0,0
n508,43.2444,-89.4337,-16.32422403,-22.66668667,-17.77912214,0,0,0,0,796.939701,-15.30946143,-22.8290299,-17.91167069,-17.10447547,-17.68127315,-13.10239468,96.93970102,96.93970102,96.93970102,0,0,0
n509,43.2414,-89.3756,-15.81357307,-23.47756709,-18.56807552,0,0,0,0,797.0032897,-14.42236067,-21.42918636,-16.69226875,-17.30643202,-17.54181109,-12.80890822,97.00328972,97.00328972,97.00328972,0,0,0
n510,43.2405,-89.3693,-15.73053605,-23.58078141,-18.50447083,0,0,0,0,797.0090001,-14.33051225,-21.29272135,-16.6339597,-17.36855481,-17.47380433,-12.78603297,97.00900011,97.00900011,97.00900011,0,0,0
n511,43.2462,-89.4956,-17.42233357,-23.45962139,-18.47994664,0,0,0,0,796.7034648,-15.63111457,-23.30989188,-18.2098229,-16.75867548,-17.27459785,-12.69025117,96.70346479,96.70346479,96.70346479,0,0,0
n512,43.2441,-89.4526,-16.72163176,-22.91415496,-18.01582168,0,0,0,0,796.902066,-15.34425484,-22.96017293,-17.93661386,-16.96321832,-17.53952954,-12.93393526,96.90206603,96.90206603,96.90206603,0,0,0
n513,43.2446,-89.4431,-16.49147565,-22.71510887,-17.84244874,0,0,0,0,796.9172609,-15.35394608,-22.86068847,-17.85889415,-17.07099959,-17.62233487,-13.05668519,96.91726093,96.91726093,96.91726093,0,0,0
n514,43.2447,-89.463,-16.78816994,-23.12454943,-18.23354221,0,0,0,0,796.8603307,-15.48994944,-23.09457912,-18.04161528,-16.84821908,-17.48614581,-12.8528526,96.86033073,96.86033073,96.86033073,0,0,0
n515,43.2477,-89.4753,-17.09106599,-23.13222105,-18.26442418,0,0,0,0,796.7656634,-15.64670206,-23.19438377,-18.16168074,-16.79547873,-17.40486502,-12.80877304,96.76566344,96.76566344,96.76566344,0,0,0
n516,43.2449,-89.4656,-16.8389499,-23.18696308,-18.29671739,0,0,0,0,796.8482312,-15.54535024,-23.12739905,-18.07753013,-16.8149318,-17.46557099,-12.81915917,96.84823116,96.84823116,96.84823116,0,0,0
n517,43.2448,-89.4704,-16.95498342,-23.22775377,-18.23448245,0,0,0,0,796.8330375,-15.6221662,-23.21072894,-18.17802591,-16.75874521,-17.4395384,-12.87451897,96.83303754,96.83303754,96.83303754,0,0,0
n518,43.2447,-89.4678,-16.89252263,-23.24053581,-18.24314466,0,0,0,0,796.8440336,-15.59892297,-23.16910309,-18.12762993,-16.78635968,-17.43699887,-12.84096515,96.84403357,96.84403357,96.84403357,0,0,0
n519,43.2462,-89.5073,-17.63674398,-23.73222265,-18.60961569,0,0,0,0,796.644747,-15.68275022,-23.49147088,-18.30343461,-16.71738756,-17.2576833,-12.60545759,96.64474699,96.64474699,96.64474699,0,0,0
n520,43.2457,-89.4482,-16.6163674,-22.83889275,-17.94933211,0,0,0,0,796.8859603,-15.22542272,-22.848595,-17.84944644,-17.0024538,-17.59837645,-12.98818989,96.8859603,96.8859603,96.8859603,0,0,0
n521,43.2363,-89.3107,-14.96325499,-24.59329166,-19.25450971,0,0,0,0,796.8844382,-13.57852698,-20.06994829,-15.55271165,-17.38936469,-17.1020224,-12.6489563,96.88443818,96.88443818,96.88443818,0,0,0
n522,43.233,-89.2427,-15.61061366,-23.23530127,-18.15199875,0,0,0,0,796.5079737,-12.53446948,-18.82089101,-14.53378445,-17.21374995,-16.97176635,-12.62346738,96.50797368,96.50797368,96.50797368,0,0,0
n523,43.2456,-89.5031,-17.60464841,-23.62924562,-18.62522595,0,0,0,0,796.6762426,-15.58884572,-23.39660905,-18.20935028,-16.72859379,-17.21873532,-12.5930166,96.67624256,96.67624256,96.67624256,0,0,0
n524,43.2447,-89.4835,-17.18536893,-23.1726885,-18.21174995,0,0,0,0,796.7829642,-15.70887405,-23.34064078,-18.22928064,-16.77038106,-17.2943287,-12.7259765,96.78296417,96.78296417,96.78296417,0,0,0
n525,43.2363,-89.3132,-14.92132559,-24.6438399,-19.31492761,0,0,0,0,796.8963946,-13.62045638,-20.01253019,-15.49229375,-17.36739112,-17.13424528,-12.67323463,96.89639464,96.89639464,96.89639464,0,0,0
n526,43.2407,-89.4047,-15.91004637,-22.96566156,-18.11961436,0,0,0,0,797.0336478,-14.88766719,-22.12052174,-17.28065771,-17.21927446,-17.65459088,-12.9800708,97.03364782,97.03364782,97.03364782,0,0,0
n527,43.2416,-89.3976,-15.81245979,-23.09414192,-18.29376567,0,0,0,0,797.0176951,-14.71351588,-21.95645306,-17.15248322,-17.2500439,-17.65509061,-12.94928526,97.01769513,97.01769513,97.01769513,0,0,0
n528,43.2365,-89.321,-14.81539249,-24.72105055,-19.36847215,0,0,0,0,796.9284863,-13.7572488,-20.20115045,-15.54282603,-17.40611578,-17.18709594,-12.65969638,96.92848634,96.92848634,96.92848634,0,0,0
n529,43.2364,-89.3265,-14.86267662,-24.60006662,-19.25929751,0,0,0,0,796.9533624,-13.88211788,-20.31712786,-15.66710415,-17.43584657,-17.1161837,-12.73060861,96.95336242,96.95336242,96.95336242,0,0,0
n530,43.2357,-89.282,-15.58463435,-24.02729061,-18.77072064,0,0,0,0,796.7368197,-13.01765804,-19.39621911,-15.17783337,-17.28299673,-17.05809723,-12.70108818,96.73681969,96.73681969,96.73681969,0,0,0
n531,43.2428,-89.3925,-15.9419697,-23.22365184,-18.37106272,0,0,0,0,796.9947201,-14.6977826,-21.83839817,-17.06025584,-17.28755222,-17.62450872,-12.95372025,96.99472014,96.99472014,96.99472014,0,0,0
n532,43.2444,-89.4981,-17.4774411,-23.50203832,-18.51624502,0,0,0,0,796.7208651,-15.71605302,-23.35435483,-18.24455845,-16.74712609,-17.23726761,-12.66086049,96.72086509,96.72086509,96.72086509,0,0,0
n533,43.243,-89.4588,-16.87454807,-23.03313003,-18.17001989,0,0,0,0,796.9028573,-15.49471226,-23.08434498,-18.00319429,-16.88097927,-17.46958534,-12.8523799,96.90285725,96.90285725,96.90285725,0,0,0
n534,43.2372,-89.3515,-15.32674547,-24.02030147,-18.76380737,0,0,0,0,797.0258274,-14.32607391,-20.89923886,-16.23456991,-17.43952456,-17.31668077,-12.64318956,97.02582742,97.02582742,97.02582742,0,0,0
n535,43.2439,-89.5079,-17.65894384,-23.66243098,-18.68275623,0,0,0,0,796.6786437,-15.70495007,-23.51968423,-18.33831917,-16.67837928,-17.22328856,-12.5640381,96.67864369,96.67864369,96.67864369,0,0,0
n536,43.2446,-89.513,-17.78434884,-23.66307606,-18.75722055,0,0,0,0,796.63965,-15.83035508,-23.63773933,-18.45085963,-16.65371616,-17.1970572,-12.59704607,96.63965005,96.63965005,96.63965005,0,0,0
n537,43.2409,-89.4347,-16.44281506,-22.7291479,-17.86339959,0,0,0,0,796.9991951,-15.36778993,-22.75530251,-17.8379433,-17.04122692,-17.6192668,-13.04071186,96.99919513,96.99919513,96.99919513,0,0,0
n538,43.2398,-89.4133,-16.12000395,-22.81381287,-17.95789821,0,0,0,0,797.0457988,-15.0177318,-22.31376696,-17.43162563,-17.17096102,-17.64555175,-12.99330165,97.04579879,97.04579879,97.04579879,0,0,0
n539,43.2387,-89.3785,-15.74898903,-23.49085578,-18.67377485,0,0,0,0,797.0547235,-14.41816812,-21.52287184,-16.80599293,-17.24577912,-17.50047917,-12.86956111,97.05472345,97.05472345,97.05472345,0,0,0
n540,43.2302,-89.2387,-15.67924282,-23.29559398,-18.19910093,0,0,0,0,796.5171165,-12.66853442,-18.89376939,-14.66784938,-17.28525125,-17.04326764,-12.69496868,96.51711647,96.51711647,96.51711647,0,0,0
n541,43.2372,-89.3727,-15.65872717,-23.63352366,-18.64134461,0,0,0,0,797.0726567,-14.27374066,-21.40030833,-16.71800929,-17.32510488,-17.4792802,-12.79150884,97.07265669,97.07265669,97.07265669,0,0,0
n542,43.236,-89.3403,-15.08185983,-24.28053753,-18.93366786,0,0,0,0,797.0118057,-14.1808443,-20.63902837,-15.96253361,-17.47366764,-17.17554252,-12.5525973,97.01180566,97.01180566,97.01180566,0,0,0
n543,43.2344,-89.2864,-15.46989548,-24.13498797,-18.85485652,0,0,0,0,796.7836347,-13.13240724,-19.50438313,-15.28540257,-17.22179715,-17.09578827,-12.71355652,96.78363469,96.78363469,96.78363469,0,0,0
n544,43.2433,-89.5025,-17.52698684,-23.59277488,-18.6192386,0,0,0,0,796.7166562,-15.66650729,-23.3913199,-18.20632292,-16.68717429,-17.17731582,-12.6344361,96.71665615,96.71665615,96.71665615,0,0,0
n545,43.242,-89.4853,-17.1586847,-23.18285279,-18.20264146,0,-0.014628822,0,-0.035179336,796.8201575,-15.60930595,-23.43894811,-18.24965766,-16.72377665,-17.24122572,-12.73551587,96.82015747,96.82015747,96.82015747,-0.014628822,0,-0.035179336
n546,43.2348,-89.2913,-15.3579017,-24.25338157,-18.94734856,0,0,0,0,796.8059452,-13.18216921,-19.62271608,-15.40456602,-17.19268956,-17.07182697,-12.65000268,96.80594524,96.80594524,96.80594524,0,0,0
n547,43.2412,-89.4627,-16.84394997,-23.12139565,-18.2209746,0,0,0,0,796.921177,-15.60627853,-23.18820811,-18.11476055,-16.87666133,-17.42410363,-12.81747036,96.92117699,96.92117699,96.92117699,0,0,0
n548,43.2411,-89.4558,-16.78218643,-23.04018295,-18.14184967,0,0,0,0,796.944633,-15.4395054,-23.0857665,-18.03473064,-16.89600339,-17.47231461,-12.88616725,96.94463299,96.94463299,96.94463299,0,0,0
n549,43.2388,-89.3862,-15.8907585,-23.38472621,-18.56764528,0,0,0,0,797.0611914,-14.60427734,-21.69947148,-16.9517229,-17.2217058,-17.55708161,-12.87352669,97.06119138,97.06119138,97.06119138,0,0,0
n550,43.2439,-89.4783,-17.06722278,-23.11035105,-18.12026818,0,0,0,0,796.8179297,-15.7148047,-23.32813166,-18.29542863,-16.71792654,-17.337499,-12.79446959,96.8179297,96.8179297,96.8179297,0,0,0
n551,43.2296,-89.2435,-15.72504478,-23.34973239,-18.25226386,0,0,0,0,796.5626299,-12.55082494,-18.89978281,-14.61267626,-17.25582558,-17.01384198,-12.66554301,96.56262992,96.56262992,96.56262992,0,0,0
n552,43.2374,-89.3925,-15.92632862,-23.28015442,-18.4289514,0,0,0,0,797.0901868,-14.65408281,-21.85858597,-17.07602705,-17.19824081,-17.60904673,-12.85818408,97.09018675,97.09018675,97.09018675,0,0,0
n553,43.2347,-89.3507,-15.24159091,-24.0369614,-18.67865281,0,0,0,0,797.0667181,-14.38940742,-20.89404342,-16.20812111,-17.3941088,-17.30779548,-12.68860532,97.06671815,97.06671815,97.06671815,0,0,0
n554,43.2337,-89.3064,-15.0029442,-24.45824247,-19.2790588,0,0,0,0,796.9054938,-13.53878589,-19.95933875,-15.49172307,-17.35072484,-17.17404863,-12.70158982,96.90549385,96.90549385,96.90549385,0,0,0
n555,43.2346,-89.2963,-15.24194325,-24.37434189,-19.06827829,0,0,0,0,796.8372801,-13.29983872,-19.74373705,-15.28354505,-17.23547207,-17.13637148,-12.7145472,96.83728009,96.83728009,96.83728009,0,0,0
n556,43.2404,-89.441,-16.52016981,-22.7685707,-17.85552129,0,0,0,0,796.9951328,-15.36409199,-22.82837623,-17.83365104,-16.9972851,-17.57626341,-13.02649218,96.99513283,96.99513283,96.99513283,0,0,0
n557,43.2367,-89.3994,-15.98072375,-23.11179406,-18.26059104,0,0,0,0,797.104657,-14.82244317,-22.02361427,-17.20495121,-17.16054854,-17.57806872,-12.89923208,97.10465703,97.10465703,97.10465703,0,0,0
n558,43.2327,-89.3109,-14.89051773,-24.57194669,-19.18320441,0,0,0,0,796.9443598,-13.65126424,-20.07283683,-15.60522114,-17.41125714,-17.11340638,-12.71269923,96.94435977,96.94435977,96.94435977,0,0,0
n559,43.2342,-89.3164,-14.81849809,-24.70049187,-19.29817921,0,0,0,0,796.94598,-13.72322368,-20.10485337,-15.59637862,-17.42290305,-17.11518481,-12.72874656,96.94597997,96.94597997,96.94597997,0,0,0
n560,43.2307,-89.2528,-15.73416668,-23.37719767,-18.26285177,0,0,0,0,796.6163205,-12.5295371,-18.99709168,-14.77028018,-17.22432737,-17.08883127,-12.6340448,96.61632054,96.61632054,96.61632054,0,0,0
n561,43.24,-89.4846,-17.14837317,-23.15580171,-18.17612696,0,0.053838266,-0.053838266,0.033287752,796.8564922,-15.55071463,-23.49678927,-18.31812427,-16.68726087,-17.25151675,-12.70668435,96.8564922,96.8564922,96.8564922,0.053838266,-0.053838266,0.033287752
n562,43.2395,-89.4478,-16.66358966,-22.8935341,-18.02253817,0,0,0,0,796.9945064,-15.33910291,-22.97875707,-17.95113225,-16.96235417,-17.51385404,-12.96362178,96.9945064,96.9945064,96.9945064,0,0,0
n563,43.2358,-89.3587,-15.43834476,-23.84020754,-18.68232393,0,0,0,0,797.0688207,-14.40667284,-21.07878228,-16.40486769,-17.4494667,-17.41273087,-12.73166518,97.06882067,97.06882067,97.06882067,0,0,0
n564,43.2329,-89.3214,-14.71748149,-24.66528904,-19.35285831,0,0,0,0,796.9901329,-13.81252305,-20.23299882,-15.66263689,-17.4700149,-17.18361438,-12.7235955,96.99013286,96.99013286,96.99013286,0,0,0
n565,43.2344,-89.3019,-15.1122428,-24.47920271,-19.1731697,0,0,0,0,796.8707755,-13.42953917,-19.84813122,-15.38051554,-17.29141415,-17.11473794,-12.64227914,96.87077553,96.87077553,96.87077553,0,0,0
n566,43.2324,-89.2608,-15.70659168,-23.57193543,-18.41498578,0,0,0,0,796.6484481,-12.67497373,-18.97863669,-14.97168845,-17.29761478,-17.07261057,-12.7073322,96.64844808,96.64844808,96.64844808,0,0,0
n567,43.2291,-89.2471,-15.63646636,-23.3547689,-18.24532985,0,0,0,0,796.5971203,-12.54795542,-18.98836123,-14.70125467,-17.30306741,-17.0610838,-12.71278483,96.59712032,96.59712032,96.59712032,0,0,0
n568,43.2421,-89.5311,-17.79213318,-23.55813967,-18.42950481,0,0,0,0,796.5715903,-15.71440087,-23.96797772,-18.76987403,-16.6594701,-17.14460538,-12.59985116,96.57159031,96.57159031,96.57159031,0,0,0
n569,43.2368,-89.3665,-15.59038224,-23.71143042,-18.49092356,0,0,0,0,797.0685124,-14.31761789,-21.25722031,-16.59626806,-17.3473865,-17.39905563,-12.71128427,97.06851244,97.06851244,97.06851244,0,0,0
n570,43.2385,-89.455,-16.69932384,-23.06125634,-18.16083529,0,0,0,0,796.9917696,-15.50312749,-23.13301722,-18.07164407,-16.88346697,-17.44453451,-12.86915257,96.99176962,96.99176962,96.99176962,0,0,0
n571,43.2386,-89.4173,-16.01546442,-22.9183524,-18.03373317,0,0,0,0,797.0638048,-15.06802666,-22.38849322,-17.49000362,-17.13281108,-17.63785991,-12.97828587,97.06380479,97.06380479,97.06380479,0,0,0
n572,43.2373,-89.4264,-16.20937812,-22.94952694,-18.07251248,0,0,0,0,797.0760371,-15.19822622,-22.58193896,-17.64112818,-17.06750525,-17.62023156,-12.96191728,97.0760371,97.0760371,97.0760371,0,0,0
n573,43.2388,-89.4861,-17.20221143,-23.2032895,-18.22227167,0,0,0,0,796.8697065,-15.52815449,-23.54619182,-18.35527416,-16.71597461,-17.23318456,-12.67797061,96.86970654,96.86970654,96.86970654,0,0,0
n574,43.2373,-89.434,-16.32220268,-22.84976027,-17.93759596,0,0,0,0,797.0635212,-15.30109962,-22.73478448,-17.76053486,-16.99912182,-17.5619929,-12.97736534,97.06352123,97.06352123,97.06352123,0,0,0
n575,43.2412,-89.5158,-17.8422163,-23.7946002,-18.68614152,0,-0.057323298,-0.057323298,-0.057323298,796.6779347,-15.82895568,-23.71198135,-18.52394507,-16.58356995,-17.13586162,-12.53585048,96.67793468,96.67793468,96.67793468,-0.057323298,-0.057323298,-0.057323298
n576,43.2326,-89.3369,-14.94231519,-24.31908616,-18.97811334,0,0,0,0,797.057708,-14.16246981,-20.59831203,-15.94828832,-17.54809145,-17.24996632,-12.58064372,97.05770802,97.05770802,97.05770802,0,0,0
n577,43.23,-89.3061,-14.97648015,-24.51176315,-19.24204076,0,0,0,0,796.9639267,-13.56530183,-20.00237796,-15.55586749,-17.34075815,-17.10847454,-12.68520794,96.96392669,96.96392669,96.96392669,0,0,0
n578,43.2416,-89.5384,-17.61495095,-23.64614735,-18.60668704,0,0,0,0,796.532166,-15.69142386,-23.79079549,-18.59273165,-16.71332255,-17.09733495,-12.52566513,96.53216601,96.53216601,96.53216601,0,0,0
n579,43.2293,-89.2852,-15.35868341,-24.0681551,-18.802645,0,0,0,0,796.8560602,-13.062899,-19.49669577,-15.16999684,-17.18442443,-17.01861633,-12.66160729,96.85606019,96.85606019,96.85606019,0,0,0
n580,43.2268,-89.2445,-15.73531164,-23.43773617,-18.34124311,0,0,0,0,796.610108,-12.64680069,-18.89809227,-14.70865201,-17.25034993,-17.06502904,-12.66006735,96.61010802,96.61010802,96.61010802,0,0,0
n581,43.2369,-89.442,-16.51599223,-22.75886816,-17.8711606,0,0,0,0,797.0538451,-15.41971771,-22.91102289,-17.89821664,-16.93403638,-17.51449029,-12.96861361,97.05384513,97.05384513,97.05384513,0,0,0
n582,43.2319,-89.353,-15.33212456,-23.94481937,-18.61233104,0,0,0,0,797.1215566,-14.49746445,-20.97474653,-16.29825177,-17.4518397,-17.31194011,-12.63087442,97.12155663,97.12155663,97.12155663,0,0,0
n583,43.229,-89.2886,-15.35577306,-24.13802786,-18.85723135,0,0,0,0,796.881421,-13.14567736,-19.57947413,-15.2514751,-17.22834543,-16.99613211,-12.62368914,96.88142104,96.88142104,96.88142104,0,0,0
n584,43.2294,-89.2936,-15.25843407,-24.24303255,-18.93926364,0,0,0,0,796.9046566,-13.26567903,-19.69960084,-15.37305124,-17.29272011,-17.03812242,-12.61618636,96.90465659,96.90465659,96.90465659,0,0,0
n585,43.2395,-89.4713,-16.84380119,-23.16005257,-18.18037782,0,0,0,0,796.9194879,-15.5955353,-23.35336329,-18.24572711,-16.76181387,-17.34505673,-12.7800373,96.91948794,96.91948794,96.91948794,0,0,0
n586,43.2397,-89.4687,-16.90698171,-23.12252064,-18.22209959,0,0,0,0,796.9257782,-15.65871581,-23.30686004,-18.18473634,-16.79551015,-17.37875301,-12.81373357,96.92577822,96.92577822,96.92577822,0,0,0
n587,43.2383,-89.4649,-16.81489746,-23.21460489,-18.31418384,0,0,0,0,796.9631576,-15.55580934,-23.29742669,-18.12105882,-16.82515141,-17.37993941,-12.75885012,96.96315756,96.96315756,96.96315756,0,0,0
n588,43.2378,-89.4783,-17.01081715,-23.08733085,-18.1076561,0,0,0,0,796.9202419,-15.71954877,-23.48121045,-18.31844883,-16.73742751,-17.29028025,-12.73981522,96.92024186,96.92024186,96.92024186,0,0,0
n589,43.2401,-89.4745,-16.92365196,-23.08037081,-18.10052704,0,0,0,0,796.8970049,-15.67538607,-23.39127497,-18.32540886,-16.80110244,-17.34769913,-12.77599833,96.89700489,96.89700489,96.89700489,0,0,0
n590,43.2394,-89.5035,-17.59797759,-23.6057964,-18.62612165,0,0,0,0,796.7745587,-15.6344088,-23.44586186,-18.31604599,-16.70224612,-17.15897233,-12.60129934,96.77455866,96.77455866,96.77455866,0,0,0
n591,43.2341,-89.424,-16.14456819,-23.070491,-18.19347653,0,0,0,0,797.1356364,-15.20988374,-22.59925927,-17.65465924,-17.02589014,-17.55572176,-12.89740312,97.13563642,97.13563642,97.13563642,0,0,0
n592,43.2341,-89.4186,-16.02762018,-23.00952099,-18.18627874,0,0,0,0,797.1419462,-15.13285176,-22.48480798,-17.56524708,-17.05289707,-17.58784382,-12.89980716,97.14194618,97.14194618,97.14194618,0,0,0
n593,43.2329,-89.2748,-15.62132084,-23.8522157,-18.63394774,0,0,0,0,796.7349636,-12.84767452,-19.31647522,-15.05861865,-17.27305526,-16.95289885,-12.5958898,96.73496365,96.73496365,96.73496365,0,0,0
n594,43.2372,-89.4836,-17.12179288,-23.1732152,-18.14185312,0,-0.042136447,-0.06268696,-0.06268696,796.9074426,-15.60614802,-23.57151747,-18.41409898,-16.67308472,-17.24447526,-12.69401024,96.90744261,96.90744261,96.90744261,-0.042136447,-0.06268696,-0.06268696
n595,43.2291,-89.3182,-14.68285243,-24.52580923,-19.30645182,0,0,0,0,797.0385043,-13.85892955,-20.27953601,-15.5147467,-17.49754479,-17.10482067,-12.64480179,97.03850428,97.03850428,97.03850428,0,0,0
n596,43.2263,-89.2517,-15.68867909,-23.43212175,-18.30575983,0,0,0,0,796.6719396,-12.67789691,-19.02732799,-14.78457987,-17.3034526,-17.03153393,-12.63551744,96.67193964,96.67193964,96.67193964,0,0,0
n597,43.2396,-89.4924,-17.32965417,-23.33747297,-18.35779822,0,0,0,0,796.8272001,-15.68269594,-23.53695208,-18.38720791,-16.63484009,-17.15076245,-12.6346383,96.82720014,96.82720014,96.82720014,0,0,0
n598,43.2259,-89.2592,-15.77851325,-23.44308603,-18.31432541,0,0,0,0,796.7329869,-12.72769325,-19.01681348,-14.75262811,-17.30338732,-17.03146865,-12.64435448,96.73298686,96.73298686,96.73298686,0,0,0
n599,43.2385,-89.499,-17.49327103,-23.49302521,-18.51650805,0,0,0,0,796.8125107,-15.74717999,-23.52878404,-18.38082683,-16.64210148,-17.1675595,-12.58490554,96.8125107,96.8125107,96.8125107,0,0,0
n600,43.2359,-89.4585,-16.6409422,-23.15730695,-18.25904751,0,0,0,0,797.0256029,-15.6239295,-23.25365242,-18.16588725,-16.84832142,-17.38087862,-12.82335447,97.02560287,97.02560287,97.02560287,0,0,0
n601,43.2399,-89.5339,-17.69261336,-23.64459352,-18.52845129,0,0,0,0,796.5874881,-15.8139207,-23.87044982,-18.6816353,-16.64799091,-17.09849666,-12.5470797,96.58748808,96.58748808,96.58748808,0,0,0
